"term","estimate","std.error","robust.se","statistic","p.value","conf.low","conf.high","gdm"
"DII",1.11730317698764,0.135797208936943,0.121346736443588,0.914057578050594,0.360686591780465,0.880806486693745,1.41729926852904,"Yes"
"DII",1.08113320285344,0.0218699578767087,0.025811403189752,3.02229802748274,0.00250863428652865,1.02779972940969,1.13723419929625,"No"
